accuracy,precision_weighted,recall_weighted,f1_weighted,precision_casual,recall_casual,f1_casual,precision_member,recall_member,f1_member,roc_auc
0.7327447833065811,0.7077547551613302,0.7327447833065811,0.6968592841625209,0.596039603960396,0.27463503649635035,0.3760149906308557,0.7540983606557377,0.9227857683573051,0.8299574468085107,0.6928452924957316
